artist,track,mean_rank,occurence,top10_occurence,artist_followers,artist_genre,artist_hot,artist_id,duration,end_fade,key,key_con,loud,mode,mode_con,publish_date,start_fade,temp,time_sig,time_sig_con,track_id,track_pop
2 Chainz Featuring Travis Scott,4 AM,79.18181818181819,11,0,3715672.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.86,17lzZA2AlOHwCwFALHttmp,255.56,0.0,1.0,0.271,-7.21,1.0,0.516,2017-09-06,252.70857,75.012,4.0,1.0,1nX9KhK3Fff27SnrIor2Yb,72.0
"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,60.75,20,0,,,,,,,,,,,,,,,,,,
2 Chainz Featuring YG & Offset,Proud,97.5,2,0,,,,,,,,,,,,,,,,,,
2 Chainz x Gucci Mane x Quavo,Good Drank,87.0,3,0,,,,,,,,,,,,2017-07-12,,,,,,
"2 Chainz, Drake & Quavo",Bigger > You,56.5,2,0,,,,,,,,,,,,,,,,,,
21 Savage,Bank Account,21.25,28,0,,,,,,,,,,,,2018-01-31,,,,,,
21 Savage,Famous,94.0,1,0,,,,,,,,,,,,,,,,,,
21 Savage & Metro Boomin,My Choppa Hate N****s,83.5,2,0,,,,,,,,,,,,,,,,,,
"21 Savage, Offset & Metro Boomin",Mad Stalkers,99.0,1,0,,,,,,,,,,,,,,,,,,
"21 Savage, Offset & Metro Boomin Featuring Quavo",Rap Saved Me,75.33333333333333,3,0,,,,,,,,,,,,,,,,,,
"21 Savage, Offset & Metro Boomin Featuring Travis Scott",Ghostface Killers,65.71428571428571,7,0,,,,,,,,,,,,,,,,,,
5 Seconds Of Summer,Want You Back,61.0,1,0,3798524.0,"boy band,dance pop,pop,post-teen pop",0.85,5Rl15oVamLq7FbSb0NNBNy,173.0815,0.24961,0.0,0.727,-4.915,1.0,0.64,2018-03-07,167.41007,98.03,4.0,1.0,2vHfabj6nFebekTYODqntl,73.0
5 Seconds Of Summer,Youngblood,25.92,25,5,3798524.0,"boy band,dance pop,pop,post-teen pop",0.85,5Rl15oVamLq7FbSb0NNBNy,203.41787,0.238,7.0,0.278,-5.114,0.0,0.317,2018-11-28,200.55075,120.274,4.0,0.977,55S2PQgSMYAhgoTCcGCDfw,86.0
6LACK Featuring J. Cole,Pretty Little Fears,76.0,1,0,,,,,,,,,,,,2018-09-26,,,,,,
6ix9ine,Billy,62.5,8,0,,,,,,,,,,,,2018-04-25,,,,,,
6ix9ine,Gotti,99.0,1,0,,,,,,,,,,,,2018-04-25,,,,,,
6ix9ine,Gummo,29.842105263157894,19,0,2897942.0,emo rap,0.91,7gZfnEnfiaHzxARJ2LeXrf,157.64331,0.19723,2.0,0.567,-4.926,1.0,0.438,2018-04-04,152.00943,157.036,4.0,0.801,4HbiCvH1R7mVOJ7KY7JQBD,78.0
6ix9ine,Kooda,70.875,8,0,2897942.0,emo rap,0.91,7gZfnEnfiaHzxARJ2LeXrf,142.5824,0.16295,1.0,0.509,-4.455,1.0,0.488,2018-03-07,137.27057,91.167,4.0,1.0,0tYHqwTW4s6VuPWDSD7n7K,73.0
6ix9ine Featuring Anuel AA,BEBE,64.25,4,0,,,,,,,,,,,,2018-10-03,,,,,,
6ix9ine Featuring Bobby Shmurda,Stoopid,63.142857142857146,7,0,2897958.0,emo rap,0.91,7gZfnEnfiaHzxARJ2LeXrf,152.0,0.41238,11.0,0.603,-4.296,1.0,0.487,2018-11-28,147.1971,149.989,4.0,0.939,1jQvUmf16VE9WQCPuK2e8K,85.0
6ix9ine Featuring DJ SPINKING,TATI,56.6,5,0,2897948.0,emo rap,0.91,7gZfnEnfiaHzxARJ2LeXrf,154.56522,0.23823,11.0,0.582,-5.462,0.0,0.471,2018-07-04,149.10113,91.981,4.0,0.991,6kp0inxIexxSiDJfWqq0ZL,80.0
6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,14.166666666666666,18,10,,,,,,,,,,,,,,,,,,
6ix9ine Featuring Tory Lanez & Young Thug,Rondo,73.0,1,0,,,,,,,,,,,,,,,,,,
"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",KEKE,68.625,8,0,,,,,,,,,,,,,,,,,,
A Boogie Wit da Hoodie,No Promises,83.5,2,0,,,,,,,,,,,,,,,,,,
A Boogie Wit da Hoodie,Say A',84.5,2,0,301905.0,"neo mellow,piano rock,pop rock",0.69,5xKp3UyavIBUsGy3DQdXeF,229.4,0.0,2.0,0.709,-8.822,1.0,0.78,2017-10-25,212.59029,141.284,3.0,1.0,6Vc5wAMmXdKIAM7WUoEb7N,77.0
A Boogie Wit da Hoodie Featuring 21 Savage,Undefeated,84.0,1,0,,,,,,,,,,,,2017-10-18,,,,,,
A Boogie Wit da Hoodie Featuring Kodak Black,Drowning,41.09090909090909,11,0,2127622.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,31W5EY0aAly4Qieq6OFu6I,209.26921,2.02014,5.0,0.348,-5.274,0.0,0.415,2017-09-06,205.89714,129.014,4.0,1.0,1f5cbQtDrykjarZVrShaDI,79.0
A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,Beast Mode,86.0,1,0,,,,,,,,,,,,,,,,,,
A$AP Ferg Featuring Nicki Minaj,Plain Jane,48.375,24,0,,,,,,,,,,,,2018-03-21,,,,,,
A$AP Rocky Featuring Moby,A$AP Forever,64.0,2,0,4663569.0,"east coast hip hop,hip hop,pop,pop rap,rap,trap music",0.88,13ubrt8QOOCPljQ2FL1Kca,233.06141,0.0,10.0,0.318,-6.49,0.0,0.384,2018-06-06,230.26068,125.999,4.0,0.872,1YmF9PvLhIISIANoMLIYGq,73.0
A$AP Rocky Featuring Skepta,Praise The Lord (Da Shine),77.75,8,0,4663569.0,"east coast hip hop,hip hop,pop,pop rap,rap,trap music",0.88,13ubrt8QOOCPljQ2FL1Kca,205.04,0.08649,5.0,0.453,-8.152,0.0,0.467,2018-08-08,205.03999,80.02,4.0,1.0,7ycWLEP1GsNjVvcjawXz3z,86.0
AJR,Burn The House Down,100.0,1,0,545323.0,"modern rock,pop",0.76,6s22t5Y3prQHyaHWUN1R1C,212.6893,0.24385,0.0,0.452,-4.357,1.0,0.524,2018-11-28,201.8859,184.353,4.0,0.733,0j7pdNXDzEVQST5Zcoh5xo,73.0
AJR,Weak,81.66666666666667,6,0,545319.0,"modern rock,pop",0.76,6s22t5Y3prQHyaHWUN1R1C,202.19356,0.25664,5.0,0.369,-4.552,1.0,0.464,2017-08-02,196.81814,123.984,4.0,0.87,45iMRHmfLZu3yjdZ8P5e3t,67.0
Alessia Cara,Growing Pains,80.625,8,0,,,,,,,,,,,,2018-08-29,,,,,,
Alessia Cara,Scars To Your Beautiful,47.0,2,0,,,,,,,,,,,,2017-07-05,,,,,,
Alice Merton,No Roots,93.33333333333333,3,0,,,,,,,,,,,,2018-04-18,,,,,,
Andy Williams,It's The Most Wonderful Time Of The Year,39.333333333333336,3,0,,,,,,,,,,,,2018-01-03,,,,,,
Anuel AA & Romeo Santos,Ella Quiere Beber,83.66666666666667,3,0,,,,,,,,,,,,,,,,,,
Ariana Grande,Breathin,42.214285714285715,14,0,20813460.0,"dance pop,pop,post-teen pop",0.97,66CXWjxzNUsdJxJ2JdwvnR,198.16,0.16821,8.0,0.432,-5.413,1.0,0.559,2018-11-28,190.16562,100.049,4.0,1.0,4OafepJy2teCjYJbvFE60J,90.0
Ariana Grande,Everytime,62.0,1,0,,,,,,,,,,,,2018-08-29,,,,,,
Ariana Grande,God Is A Woman,20.57894736842105,19,1,20813462.0,"dance pop,pop,post-teen pop",0.97,66CXWjxzNUsdJxJ2JdwvnR,197.54667,2.17687,1.0,0.455,-5.934,1.0,0.507,2018-11-28,189.70122,145.031,4.0,0.944,5OCJzvD7sykQEKHH7qAC3C,89.0
Ariana Grande,Goodnight N Go,87.0,1,0,,,,,,,,,,,,2018-08-29,,,,,,
Ariana Grande,No Tears Left To Cry,17.48148148148148,27,9,20813460.0,"dance pop,pop,post-teen pop",0.97,66CXWjxzNUsdJxJ2JdwvnR,205.92,0.24385,9.0,0.186,-5.507,0.0,0.301,2018-10-31,201.68853,121.993,4.0,1.0,2qT1uLXPVPzGgFOx4jtEuo,89.0
Ariana Grande,Pete Davidson,99.0,1,0,20813453.0,"dance pop,pop,post-teen pop",0.97,66CXWjxzNUsdJxJ2JdwvnR,73.81333,0.24385,4.0,0.241,-10.212,1.0,0.269,2018-08-29,63.23955,119.913,4.0,1.0,0XOnMqLQDO89iAg7dWWwnG,77.0
Ariana Grande,R.E.M,72.0,1,0,,,,,,,,,,,,2018-08-29,,,,,,
Ariana Grande,Sweetener,55.0,1,0,,,,,,,,,,,,2018-08-29,,,,,,
Ariana Grande,"Thank U, Next",1.0,3,3,,,,,,,,,,,,,,,,,,
Ariana Grande Featuring Nicki Minaj,The Light Is Coming,92.0,2,0,,,,,,,,,,,,2018-08-29,,,,,,
Avicii,Wake Me Up!,34.0,1,0,,,,,,,,,,,,2018-05-02,,,,,,
Avril Lavigne,Head Above Water,78.5,2,0,3484425.0,"canadian pop,candy pop,dance pop,pop,post-teen pop",0.8,0p4nmQO2msCgU4IF37Wi3j,220.85048,0.23215,5.0,0.358,-5.351,1.0,0.41,2018-10-10,206.00744,129.921,4.0,1.0,1N7YeVU0ZwAFbOhwM61ef6,82.0
Ayo & Teo,Rolex,37.125,8,0,,,,,,,,,,,,,,,,,,
BLACKPINK,DDU-DU DDU-DU,55.0,1,0,4269488.0,k-pop,0.84,41MozSoPIsD1dJM0CLPjZF,209.35533,0.22653,4.0,0.562,-3.922,0.0,0.508,2018-06-27,203.07011,139.931,4.0,0.991,7b8YOVV5quZcSKEijDgyWB,81.0
BTS,DNA,84.25,4,0,7795567.0,k-pop,0.91,3Nrfpe0tUJi4K4DXYWgMUX,223.12268,0.19741,1.0,0.585,-4.035,0.0,0.618,2017-10-25,220.06712,129.819,4.0,0.784,5SE57ljOIUJ1ybL9U6CuBH,75.0
BTS,Fake Love,53.5,6,0,7795583.0,k-pop,0.91,3Nrfpe0tUJi4K4DXYWgMUX,242.33351,0.23215,2.0,0.556,-4.515,0.0,0.549,2018-07-04,235.23556,77.501,4.0,1.0,3aW0ds4A4tSQDIp75FqWTo,78.0
BTS Featuring Desiigner,MIC Drop,73.44444444444444,9,0,,,,,,,,,,,,2018-02-07,,,,,,
BTS Featuring Nicki Minaj,IDOL,61.333333333333336,3,0,7795588.0,k-pop,0.91,3Nrfpe0tUJi4K4DXYWgMUX,222.73243,0.23224,9.0,0.048,-3.211,1.0,0.201,2018-09-19,216.89179,126.035,4.0,1.0,2AIWoHr9DF6y4KALCBKWQS,80.0
Backstreet Boys,Don't Go Breaking My Heart,77.9,10,0,,,,,,,,,,,,2018-09-05,,,,,,
Bad Bunny Featuring Drake,MIA,14.833333333333334,6,1,9518390.0,"reggaeton,trap latino",0.95,4q3ewBCX7sLwd24euuV69X,210.36785,0.0,6.0,0.508,-6.349,0.0,0.572,2018-11-28,207.08717,97.062,4.0,0.985,116H0KvKr2Zl4RPuVBruDO,97.0
Bad Wolves,Zombie,78.77777777777777,18,0,164392.0,metal,0.67,0eI3X5rAzHRZVe5FPk4MN1,254.80522,0.38399,2.0,0.507,-3.244,0.0,0.557,2018-07-25,239.76345,77.093,4.0,1.0,1vNoA9F5ASnlBISFekDmg3,75.0
Bazzi,Mine,23.529411764705884,34,0,917385.0,"dance pop,pop,post-teen pop,rap",0.84,4GvEc3ANtPPjt1ZJllr5Zl,131.06431,0.06367,4.0,0.128,-3.874,1.0,0.342,2018-09-19,127.70395,142.929,4.0,0.91,7uzmGiiJyRfuViKKK3lVmR,84.0
Bazzi Featuring Camila Cabello,Beautiful,41.9375,16,0,917386.0,"dance pop,pop,post-teen pop,rap",0.84,4GvEc3ANtPPjt1ZJllr5Zl,180.0,0.0,2.0,0.601,-4.722,1.0,0.689,2018-11-28,168.68136,100.027,4.0,1.0,4VUwkH455At9kENOfzTqmF,89.0
Bebe Rexha,I'm A Mess,47.63157894736842,19,0,,,,,,,,,,,,2018-11-28,,,,,,
Bebe Rexha & Florida Georgia Line,Meant To Be,19.529411764705884,51,17,,,,,,,,,,,,,,,,,,
Becky G + Natti Natasha,Sin Pijama,89.33333333333333,12,0,3192908.0,"latin viral pop,pop,reggaeton",0.88,4obzFoKoKRHIphyHzJ35G3,188.56,0.10522,11.0,0.59,-3.695,0.0,0.64,2018-09-05,185.00499,94.014,4.0,1.0,2ijef6ni2amuunRoKTlgww,87.0
Becky G Featuring Bad Bunny,Mayores,88.94117647058823,17,0,,,,,,,,,,,,2018-03-07,,,,,,
"Benny Blanco, Halsey & Khalid",Eastside,31.42105263157895,19,0,,,,,,,,,,,,,,,,,,
Bhad Bhabie,Hi Bich,68.0,1,0,,,,,,,,,,,,2017-10-18,,,,,,
Bhad Bhabie,These Heaux,87.33333333333333,3,0,,,,,,,,,,,,2017-10-04,,,,,,
Bhad Bhabie Featuring Lil Yachty,Gucci Flip Flops,85.0,3,0,999811.0,"pop,trap music,trap queen",0.71,7DuTB6wdzqFJGFLSH17k8e,151.85066,0.15669,8.0,0.375,-7.18,1.0,0.508,2018-05-30,143.1278,159.976,4.0,0.66,3hv6ndi7uFT9L9wrhQCsqY,75.0
Big Sean & Metro Boomin Featuring 21 Savage,Pull Up N Wreck,87.0,2,0,,,,,,,,,,,,,,,,,,
Big Sean & Metro Boomin Featuring Travis Scott,Go Legend,67.0,1,0,,,,,,,,,,,,,,,,,,
Billie Eilish,Ocean Eyes,97.0,1,0,2716067.0,"dance pop,electropop,pop",0.93,6qqNVTkY8uBg9cP3Jd7DAH,200.37927,0.0,4.0,0.499,-7.65,0.0,0.57,2018-11-28,189.76508,144.892,4.0,1.0,7hDVYcQq6MxkdJGweuCtl9,84.0
Billie Eilish,When The Party's Over,60.2,5,0,2716064.0,"dance pop,electropop,pop",0.93,6qqNVTkY8uBg9cP3Jd7DAH,199.93129,1.4512,1.0,0.105,-14.08,0.0,0.437,2018-11-28,184.16327,124.001,3.0,0.781,14JzyD6FlBD5z0wV5P07YI,93.0
Billie Eilish,You Should See Me In A Crown,93.0,1,0,2716058.0,"dance pop,electropop,pop",0.93,6qqNVTkY8uBg9cP3Jd7DAH,180.5668,0.11637,1.0,0.26,-10.271,0.0,0.287,2018-08-01,177.13923,75.235,4.0,0.943,6vsV4D8BM6PioRr1UOx0n2,84.0
Billie Eilish & Khalid,Lovely,82.33333333333333,6,0,,,,,,,,,,,,,,,,,,
Billy Currington,Do I Make You Wanna,75.52631578947368,19,0,1164496.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.7,1By9QBFnjZAoI83BZppHlt,234.30612,0.23224,9.0,0.498,-5.423,1.0,0.546,2017-11-01,226.29007,89.953,4.0,0.838,3I7krC8kr0gFR7P6vInR1I,69.0
Blac Youngsta,Booty,85.0,5,0,685948.0,"rap,southern hip hop,trap music",0.68,41klVmDluQZmGGqoidNfbe,160.03769,0.0,1.0,0.778,-8.368,1.0,0.532,2018-04-04,160.03769,144.005,4.0,0.593,0FbSpY8RPxTRxi1Fpj9Dz9,65.0
Blake Shelton,Every Time I Hear That Song,66.16666666666667,6,0,3887644.0,"contemporary country,country,country road",0.75,1UTPBmNbXNTittyMJrNkvw,214.8,0.19746,2.0,0.221,-5.448,1.0,0.397,2017-08-02,197.04454,155.855,4.0,0.97,0c4ICGb0jvszKj3KPR59JU,61.0
Blake Shelton,I Lived It,81.38888888888889,18,0,,,,,,,,,,,,2018-07-11,,,,,,
Blake Shelton,I'll Name The Dogs,70.84210526315789,19,0,,,,,,,,,,,,2018-01-31,,,,,,
BlocBoy JB Featuring Drake,Look Alive,16.12,25,13,527223.0,"hip hop,pop rap,rap,southern hip hop,trap music,vapor trap",0.79,4TEJudQY2pXxVHPE3gD2EU,181.2634,0.0,10.0,0.0,-7.495,1.0,0.223,2018-08-08,177.43528,140.022,4.0,1.0,4qKcDkK6siZ7Jp1Jb4m0aL,85.0
Bradley Cooper,Maybe It's Time,93.0,1,0,30414.0,hollywood,0.87,4VIvfOurcf0vuLRxLkGnIG,159.29333,0.2785,7.0,0.785,-7.65,1.0,0.875,2018-10-17,150.86005,79.776,4.0,0.297,4z2XPrpHz1raJibarWFY7Z,76.0
