artist,track,mean_rank,occurence,top10_occurence,artist_followers,artist_genre,artist_hot,artist_id,duration,end_fade,key,key_con,loud,mode,mode_con,publish_date,start_fade,temp,time_sig,time_sig_con,track_id,track_pop
Lil Yachty Featuring NBA YoungBoy,NBAYoungboat,78.25,4,0,4354727.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.86,6icQOAFXDZKsumw3YXyusw,139.84544,0.0,11.0,0.259,-2.966,1.0,0.356,2018-04-11,131.64553,82.422,4.0,1.0,6K2anECyrckidwf5wxS78Q,72.0
Lil Yachty Featuring Playboi Carti,Get Dripped,98.0,1,0,,,,,,,,,,,,2018-10-31,,,,,,
Lil Yachty Featuring Trippie Redd,66,73.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Lil Yachty Featuring Ugly God,Boom!,88.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),63.53846153846154,13,0,,,,,,,,,,,,,,,,,,
Lin-Manuel Miranda & Ben Platt,Found / Tonight,49.0,1,0,,,,,,,,,,,,,,,,,,
Lin-Manuel Miranda Featuring Artists For Puerto Rico,Almost Like Praying,20.0,1,0,,,,,,,,,,,,2017-10-25,,,,,,
Linkin Park,In The End,37.0,1,0,10791300.0,"alternative metal,nu metal,post-grunge,rap metal",0.86,6XyY86QOPPrYVGvF9ch6wz,216.93333,0.0,3.0,0.506,-6.407,0.0,0.348,2017-08-09,199.78449,105.256,4.0,0.994,60a0Rd6pjrkxjPbaKzXjfq,82.0
Linkin Park,Numb,34.0,1,0,,,,,,,,,,,,,,,,,,
Linkin Park Featuring Kiiara,Heavy,74.66666666666667,3,0,10791300.0,"alternative metal,nu metal,post-grunge,rap metal",0.86,6XyY86QOPPrYVGvF9ch6wz,169.80091,2.51356,9.0,0.114,-6.098,1.0,0.306,2017-08-16,160.50213,149.982,4.0,0.891,104buTcnP2AsxqB7U1FIZ4,71.0
Logic,44 More,57.6,5,0,3111427.0,"conscious hip hop,hip hop,pop rap,rap",0.87,4xRYI6VqpkE3UwrDrAZL8L,188.6,0.0,1.0,0.411,-7.055,1.0,0.486,2018-04-04,174.29478,139.971,4.0,1.0,3e7Y6sfFlIdBMJhX7wpqVO,76.0
Logic,BoomTrap Protocol,97.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Logic,Contra,60.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Logic,Midnight,74.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Logic,Overnight,68.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Logic,Yuck,87.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Logic & Marshmello,Everyday,67.76923076923077,13,0,,,,,,,,,,,,,,,,,,
Logic Featuring Alessia Cara & Khalid,1-800-273-8255,29.97142857142857,35,12,,,,,,,,,,,,,,,,,,
Logic Featuring Big Sean,Wassup,83.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Logic Featuring Ryan Tedder,One Day,80.0,1,0,3111427.0,"conscious hip hop,hip hop,pop rap,rap",0.87,4xRYI6VqpkE3UwrDrAZL8L,199.86667,0.0,10.0,0.45,-5.831,1.0,0.366,2018-08-08,191.6517,189.837,4.0,0.977,6e2PtJYcltVk76nLwxBzRn,69.0
Logic Featuring Wiz Khalifa,Indica Badu,56.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
Logic Featuring Young Sinatra,Warm It Up,98.0,1,0,,,,,,,,,,,,2018-03-21,,,,,,
"Lorde Featuring Khalid, Post Malone & SZA",Homemade Dynamite,92.0,1,0,,,,,,,,,,,,,,,,,,
Loren Allred,Never Enough,95.0,4,0,,,,,,,,,,,,2018-01-31,,,,,,
Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,Back To You,65.6,10,0,,,,,,,,,,,,,,,,,,
Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,11.2,30,17,,,,,,,,,,,,,,,,,,
Luis Fonsi & Demi Lovato,Echame La Culpa,75.52631578947368,19,0,,,,,,,,,,,,,,,,,,
Luke Bryan,Light It Up,70.66666666666667,18,0,3416859.0,"contemporary country,country,country road",0.78,0BvkDsjIUla7X0k6CSWh1I,177.30599,0.0,6.0,0.05,-2.741,0.0,0.409,2018-01-10,162.26104,130.024,4.0,0.694,5w3NgfV8v1nNZFLUBlGHIL,67.0
Luke Bryan,Most People Are Good,66.11111111111111,18,0,,,,,,,,,,,,2018-06-06,,,,,,
Luke Bryan,"Sunrise, Sunburn, Sunset",61.75,16,0,3416859.0,"contemporary country,country,country road",0.78,0BvkDsjIUla7X0k6CSWh1I,216.09347,0.06948,9.0,0.58,-2.306,1.0,0.567,2018-10-24,207.2439,159.96,4.0,1.0,53yTYusPQJ1AApL1hi0Dnc,70.0
Luke Combs,Beautiful Crazy,81.75,4,0,708359.0,"contemporary country,country road",0.8,718COspgdWOnwOFpJHRZHS,193.2,0.18,11.0,0.801,-7.431,1.0,0.733,2018-06-20,180.84862,103.313,4.0,1.0,2rxQMGVafnNaRaXlRMWPde,79.0
Luke Combs,Hurricane,45.0,5,0,,,,,,,,,,,,2017-07-26,,,,,,
Luke Combs,Must've Never Met You,81.0,1,0,,,,,,,,,,,,2018-06-13,,,,,,
Luke Combs,One Number Away,55.45,20,0,708359.0,"contemporary country,country road",0.8,718COspgdWOnwOFpJHRZHS,221.8,2.2117,6.0,0.459,-6.16,0.0,0.565,2018-08-08,213.7571,144.075,4.0,0.792,4gB7HrYHbJVJ5RFOjxmoq4,75.0
Luke Combs,She Got The Best Of Me,52.666666666666664,15,0,708359.0,"contemporary country,country road",0.8,718COspgdWOnwOFpJHRZHS,183.16,0.19755,11.0,0.663,-3.793,1.0,0.634,2018-11-28,171.31102,150.99,4.0,0.557,698eQRku24PIYPQPHItKlA,77.0
Luke Combs,When It Rains It Pours,51.5,20,0,708359.0,"contemporary country,country road",0.8,718COspgdWOnwOFpJHRZHS,240.76,0.0,6.0,1.0,-5.069,1.0,0.979,2017-12-27,229.87175,128.027,4.0,0.99,1mMLMZYXkMueg65jRRWG1l,76.0
MAX Featuring gnash,Lights Down Low,50.77777777777778,27,0,,,,,,,,,,,,2018-04-25,,,,,,
Mac Miller,Come Back To Earth,91.0,1,0,2803548.0,"hip hop,pop rap,rap",0.87,4LLpKhyESsyAXpc4laK94U,161.84,0.08707,2.0,0.208,-12.148,0.0,0.309,2018-09-19,146.2741,83.507,4.0,0.738,01z2fBGB8Hl3Jd3zXe4IXR,75.0
Mac Miller,Hurt Feelings,70.0,1,0,2803548.0,"hip hop,pop rap,rap",0.87,4LLpKhyESsyAXpc4laK94U,245.64,0.0,8.0,0.811,-8.054,1.0,0.744,2018-09-19,242.04481,157.655,4.0,1.0,5p7GiBZNL1afJJDUrOA6C8,76.0
Mac Miller,Self Care,63.0,3,0,,,,,,,,,,,,2018-10-03,,,,,,
Machine Gun Kelly,Rap Devil,38.5,4,0,,,,,,,,,,,,2018-10-10,,,,,,
"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,95.25,4,0,,,,,,,,,,,,,,,,,,
Macklemore Featuring Kesha,Good Old Days,59.68421052631579,19,0,,,,,,,,,,,,2018-03-14,,,,,,
Macklemore Featuring Skylar Grey,Glorious,73.89473684210526,19,0,1173290.0,pop rap,0.79,3JhNCzhSMTxs9WLGJJxWOY,220.4542,0.0,0.0,0.327,-5.126,0.0,0.526,2017-12-06,211.16227,139.994,4.0,0.948,0CokSRCu5hZgPxcZBaEzVE,78.0
"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",Know No Better,99.0,2,0,,,,,,,,,,,,,,,,,,
Maluma,Felices Los 4,62.4375,16,0,,,,,,,,,,,,2017-10-11,,,,,,
Maluma X Nego do Borel,Corazon,93.55555555555556,9,0,,,,,,,,,,,,2018-03-14,,,,,,
Maren Morris,I Could Use A Love Song,82.15,20,0,263305.0,contemporary country,0.77,6WY7D3jk8zTrHtmkqqo5GI,196.42168,2.89088,6.0,0.461,-6.474,1.0,0.626,2018-01-17,185.7132,92.097,4.0,0.583,09iyGiljLWRYXdRazFkdtJ,66.0
Maren Morris,Rich,77.14285714285714,7,0,263305.0,contemporary country,0.77,6WY7D3jk8zTrHtmkqqo5GI,208.89329,0.0,5.0,0.781,-4.189,1.0,0.512,2018-11-28,196.63238,74.98,4.0,0.904,4H0vNUFcHPz5lytcLjwqkr,65.0
Maren Morris Featuring Vince Gill,Dear Hate,91.0,1,0,,,,,,,,,,,,2017-10-25,,,,,,
Mariah Carey,All I Want For Christmas Is You,16.6,5,1,3682611.0,"dance pop,pop,r&b,urban contemporary",0.85,4iHNK0tOyZPYnBU7nGAgpQ,241.10667,0.0,7.0,0.459,-7.462,1.0,0.471,2018-11-28,225.59347,150.277,4.0,0.919,0bYg9bo50gSsH3LtXe2SQn,88.0
Maroon 5,Wait,40.625,24,0,14433015.0,pop,0.9,04gDigrS5kc9YWfZHwBETP,190.64286,0.22612,8.0,0.397,-5.014,1.0,0.597,2018-07-04,184.12263,126.088,4.0,0.984,6AvfZXpbb6r35DfF7gHPRq,71.0
Maroon 5 Featuring Cardi B,Girls Like You,6.3076923076923075,26,25,14433025.0,pop,0.9,04gDigrS5kc9YWfZHwBETP,235.54522,0.19152,0.0,0.53,-6.825,1.0,0.573,2018-11-28,227.78195,124.959,4.0,1.0,6FRLCMO5TUHTexlWo8ym1W,90.0
Maroon 5 Featuring Future,Cold,75.33333333333333,3,0,,,,,,,,,,,,2017-07-12,,,,,,
Maroon 5 Featuring SZA,What Lovers Do,21.61904761904762,21,2,,,,,,,,,,,,2018-01-31,,,,,,
Marshmello & Anne-Marie,Friends,28.96551724137931,29,0,,,,,,,,,,,,,,,,,,
Marshmello & Bastille,Happier,20.928571428571427,14,7,,,,,,,,,,,,,,,,,,
Marshmello Featuring Khalid,Silence,47.22727272727273,22,0,6746587.0,"brostep,edm,egyptian pop,pop,progressive electro house",0.9,64KEffDW9EtZ1y2vBYgq8T,180.82281,0.0,4.0,0.207,-3.093,1.0,0.395,2018-01-24,174.30639,141.971,4.0,1.0,7vGuf3Y35N4wmASOKLUVVU,84.0
Martin Garrix Featuring Khalid,Ocean,88.0,5,0,8001014.0,"big room,edm,pop,progressive house,tropical house",0.87,60d24wfXkVzDSfLS6hyCjZ,216.41964,2.0898,0.0,0.327,-7.265,0.0,0.56,2018-08-08,207.06975,139.912,4.0,0.96,3nc420PXjTdBV5TN0gCFkS,85.0
Mason Ramsey,Famous,78.5,2,0,,,,,,,,,,,,,,,,,,
Meek Mill,1942 Flows,83.0,1,0,2436927.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,20sxb77xiYeusSH8cVdatc,282.66667,0.0,2.0,0.317,-4.016,1.0,0.49,2017-08-09,272.54422,121.307,5.0,0.781,7sLDnUauivS2vN6Z9EfUJT,61.0
Meek Mill,Heavy Heart,99.0,1,0,2436927.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,20sxb77xiYeusSH8cVdatc,250.46667,0.0,10.0,0.342,-5.008,0.0,0.436,2017-08-09,238.48635,73.031,3.0,0.031,1QiwdLAzAnzmiwvoGMXM7b,51.0
Meek Mill,Issues,77.0,1,0,,,,,,,,,,,,,,,,,,
Meek Mill,Wins & Losses,79.0,1,0,2436927.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,20sxb77xiYeusSH8cVdatc,189.05673,0.10444,2.0,0.333,-3.915,1.0,0.343,2017-08-09,180.33778,92.006,4.0,0.866,0hjLM1wMtk27Qd4ZihyHmi,58.0
Meek Mill Featuring Chris Brown & Ty Dolla $ign,Whatever You Need,73.0,12,0,,,,,,,,,,,,,,,,,,
Meek Mill Featuring Jeremih & PnB Rock,Dangerous,74.5,14,0,,,,,,,,,,,,,,,,,,
Meek Mill Featuring Lil Uzi Vert,F**k That Check Up,97.0,1,0,2436927.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,20sxb77xiYeusSH8cVdatc,257.85388,0.06975,11.0,0.701,-4.614,0.0,0.412,2017-08-09,250.28209,148.955,4.0,0.957,7KmguHS8eVmZOpdpg0gnv2,14.0
Meek Mill Featuring Swizz Beatz,Millidelphia,73.0,1,0,,,,,,,,,,,,2018-07-18,,,,,,
Meek Mill Featuring Young Thug,We Ball,96.0,1,0,2436927.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,20sxb77xiYeusSH8cVdatc,227.95692,0.13937,0.0,0.177,-6.39,1.0,0.354,2017-08-09,218.66231,152.088,4.0,1.0,4iDtAYDLJWM2TrTERKPvFq,53.0
Meghan Trainor,No Excuses,60.75,12,0,6593366.0,"dance pop,hip pop,pop,post-teen pop",0.82,6JL8zeS1NmiOftqZTRgdTz,152.86218,0.19166,6.0,0.662,-3.846,1.0,0.401,2018-05-30,148.68317,115.016,4.0,1.0,7fCNUWi6uflDTQ08srxMZk,74.0
Metro Boomin Featuring 21 Savage,10 Freaky Girls,53.666666666666664,3,0,934749.0,"hip hop,pop,pop rap,rap,trap music",0.9,0iEtIxbK0KxaSlF7G42ZOp,208.29333,0.0,6.0,0.33,-9.931,0.0,0.477,2018-11-28,208.29333,88.031,4.0,0.99,0AluA5RNsa4Cx6XRhf2hWZ,80.0
Metro Boomin Featuring 21 Savage,Don't Come Out The House,59.666666666666664,3,0,,,,,,,,,,,,2018-11-28,,,,,,
Metro Boomin Featuring Gunna,Space Cadet,63.666666666666664,3,0,934749.0,"hip hop,pop,pop rap,rap,trap music",0.9,0iEtIxbK0KxaSlF7G42ZOp,203.26667,0.0,5.0,0.732,-9.789,0.0,0.69,2018-11-28,192.06966,109.004,4.0,0.98,1fewSx2d5KIZ04wsooEBOz,77.0
Metro Boomin Featuring Offset & Drake,No Complaints,89.0,5,0,,,,,,,,,,,,,,,,,,
Metro Boomin Featuring Swae Lee & Travis Scott,Dreamcatcher,72.0,1,0,,,,,,,,,,,,,,,,,,
Metro Boomin Featuring Travis Scott,Overdue,62.0,1,0,,,,,,,,,,,,2018-11-14,,,,,,
Metro Boomin Featuring Travis Scott & Young Thug,Up To Something,100.0,1,0,,,,,,,,,,,,,,,,,,
"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",No More,79.0,1,0,,,,,,,,,,,,,,,,,,
Michael Jackson,Thriller,31.0,1,0,,,,,,,,,,,,2018-11-07,,,,,,
Midland,Drinkin' Problem,62.4,15,0,,,,,,,,,,,,2017-10-04,,,,,,
Migos,Auto Pilot,85.0,1,0,,,,,,,,,,,,2018-02-07,,,,,,
Migos,Emoji A Chain,87.0,1,0,,,,,,,,,,,,2018-02-07,,,,,,
Migos,Gang Gang,73.0,1,0,,,,,,,,,,,,2018-02-07,,,,,,
Migos,Higher We Go (Intro),83.0,1,0,,,,,,,,,,,,2018-02-07,,,,,,
Migos,Narcos,78.46666666666667,15,0,,,,,,,,,,,,2018-09-19,,,,,,
Migos,Stir Fry,33.80952380952381,21,1,7841997.0,"pop,rap,trap music",0.87,6oMuImdp5ZcFhWP0ESe6mG,190.28825,0.0,2.0,0.216,-5.474,1.0,0.202,2018-05-23,190.28825,181.967,4.0,1.0,2UVbBKQOdFAekPTRsnkzcf,80.0
Migos,Supastars,53.0,1,0,,,,,,,,,,,,2018-02-07,,,,,,
Migos,T-Shirt,46.25,4,0,,,,,,,,,,,,2017-07-19,,,,,,
Migos & Marshmello,Danger,82.0,1,0,,,,,,,,,,,,,,,,,,
Migos Featuring 21 Savage,BBO (Bad Bitches Only),68.5,2,0,7841996.0,"pop,rap,trap music",0.87,6oMuImdp5ZcFhWP0ESe6mG,251.85873,0.0,4.0,0.787,-5.79,0.0,0.642,2018-02-14,245.10984,161.955,4.0,1.0,4BHzHISX21PYwGXiBEUQ70,69.0
Migos Featuring Drake,Walk It Talk It,26.954545454545453,22,0,7841999.0,"pop,rap,trap music",0.87,6oMuImdp5ZcFhWP0ESe6mG,276.14744,0.0,2.0,0.024,-5.456,1.0,0.251,2018-07-04,276.14743,145.905,4.0,1.0,6n4U3TlzUGhdSFbUUhTvLP,83.0
Migos Featuring Gucci Mane,CC,96.0,1,0,,,,,,,,,,,,2018-02-07,,,,,,
Migos Featuring Gucci Mane,Slippery,34.7,10,0,7841991.0,"pop,rap,trap music",0.87,6oMuImdp5ZcFhWP0ESe6mG,304.04113,2.29878,1.0,0.313,-5.662,0.0,0.471,2017-08-30,300.51265,141.967,4.0,0.977,6p8NuHm8uCGnn2Dtbtf7zE,78.0
Migos Featuring Lil Uzi Vert,Bad And Boujee,39.0,6,0,,,,,,,,,,,,2017-08-02,,,,,,
Migos Featuring Post Malone,Notice Me,75.6,5,0,7841997.0,"pop,rap,trap music",0.87,6oMuImdp5ZcFhWP0ESe6mG,233.88032,0.0,5.0,0.606,-9.754,0.0,0.627,2018-03-07,230.70186,166.0,4.0,1.0,3OnOomd79OjqSYHchCQ6ht,75.0
"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",White Sand,64.0,1,0,,,,,,,,,,,,,,,,,,
"Migos, Nicki Minaj & Cardi B",MotorSport,19.428571428571427,21,4,,,,,,,,,,,,,,,,,,
Miguel Featuring Travis Scott,Sky Walker,52.32,25,0,1997251.0,"dance pop,indie r&b,pop,pop rap,r&b,rap,urban contemporary",0.82,360IAlyVv4PCEVjgyMZrxK,259.33333,0.0,6.0,0.497,-10.532,1.0,0.508,2018-03-28,254.36299,145.965,4.0,0.978,5WoaF1B5XIEnWfmb5NZikf,76.0
Miley Cyrus,Malibu,41.3,10,0,7279621.0,"dance pop,pop,post-teen pop",0.81,5YGY8feqx7naU7z4HrwZM6,231.90562,0.09878,8.0,0.328,-6.413,1.0,0.42,2017-08-30,225.47737,140.004,4.0,0.965,2habSXqcJGExM6JJyskY7O,63.0
Miley Cyrus,Younger Now,79.0,1,0,7279621.0,"dance pop,pop,post-teen pop",0.81,5YGY8feqx7naU7z4HrwZM6,248.77333,0.0,4.0,0.075,-4.881,1.0,0.332,2017-09-06,240.22785,121.918,4.0,0.863,2fGxYYMQbVqgIdaqfz2OwA,64.0
Mitchell Tenpenny,Drunk Me,71.66666666666667,15,0,25206.0,"canadian contemporary country,contemporary country,heartland rock,lift kit",0.67,1p6CdzJRoicjRcSdWoB9Qc,213.02372,0.18612,2.0,0.32,-3.789,1.0,0.427,2018-11-28,203.33134,86.333,4.0,0.946,3N2AIfVOq6NiTcWHIP4Oco,77.0
Morgan Evans,Kiss Somebody,72.25,8,0,,,,,,,,,,,,2018-08-29,,,,,,
Morgan Wallen Featuring Florida Georgia Line,Up Down,68.55,20,0,,,,,,,,,,,,2018-08-15,,,,,,
N*E*R*D & Rihanna,Lemon,52.0,21,0,,,,,,,,,,,,,,,,,,
NAV Featuring Lil Uzi Vert,Wanted You,76.33333333333333,6,0,1056474.0,"canadian hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,7rkW85dBwwrJtlHRDkJDAC,228.08,0.0,9.0,0.339,-4.966,0.0,0.446,2018-01-10,210.06512,146.885,4.0,1.0,790MhTXPFrYkrqCKvpg4t1,74.0
NAV Featuring Travis Scott,Champion,86.0,1,0,1056474.0,"canadian hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,7rkW85dBwwrJtlHRDkJDAC,195.05333,0.0,5.0,0.439,-3.395,0.0,0.552,2018-05-30,187.13542,162.005,4.0,1.0,6nO3tr47nr2P7f3hXb8JIo,80.0
NF,Let You Down,29.444444444444443,27,0,,,,,,,,,,,,2018-05-02,,,,,,
NF,Lie,71.58823529411765,17,0,1397350.0,hip hop,0.83,6fOMl44jA4Sp5b9PpYCkzz,209.21333,0.1878,5.0,0.324,-6.542,1.0,0.355,2018-11-28,202.31546,95.003,4.0,1.0,07FkzikE6FuHIa8Ma7zJGc,79.0
NF,No Name,82.0,1,0,,,,,,,,,,,,2018-01-31,,,,,,
Nas Featuring Kanye West,Cop Shot The Kid,96.0,1,0,,,,,,,,,,,,2018-06-27,,,,,,
Nat King Cole,The Christmas Song (Merry Christmas To You),40.666666666666664,3,0,880725.0,"adult standards,christmas,vocal jazz",0.75,7v4imS0moSyGdXyLgVTIV7,188.93333,0.06925,1.0,0.704,-15.745,1.0,0.642,2018-01-03,180.33778,139.208,4.0,0.894,1l2CvcIAL1MtPbtZhh0Z77,71.0
Natti Natasha x Ozuna,Criminal,97.33333333333333,3,0,2089783.0,"latin,latin pop,reggaeton,tropical",0.84,1GDbiv3spRmZ1XdM1jQbT7,232.54971,0.0,2.0,0.318,-3.023,0.0,0.482,2018-02-21,222.35429,79.997,4.0,1.0,6Za3190Sbw39BBC77WSS1C,81.0
Niall Horan,Slow Hands,22.04,25,0,2967777.0,"dance pop,pop,post-teen pop",0.77,1Hsdzj7Dlq2I7tHP7501T4,188.17442,0.49932,0.0,0.562,-6.666,1.0,0.336,2017-12-13,188.17442,85.889,4.0,0.85,2cOUlop2ZakjOKe4WinesN,77.0
Niall Horan,Too Much To Ask,89.9090909090909,11,0,2967777.0,"dance pop,pop,post-teen pop",0.77,1Hsdzj7Dlq2I7tHP7501T4,223.04395,0.49909,0.0,0.602,-6.456,1.0,0.734,2018-01-17,218.12825,153.711,4.0,0.914,39jXnbACjiaiTwwhsr5sY5,76.0
Nicki Minaj,Barbie Dreams,48.0,7,0,,,,,,,,,,,,2018-10-03,,,,,,
Nicki Minaj,Barbie Tingz,67.5,4,0,13365060.0,"dance pop,hip pop,pop,pop rap",0.95,0hCNtLu0JehylgoiP8L4Gh,191.69973,0.0,6.0,0.588,-6.225,1.0,0.411,2018-05-16,185.49261,102.414,4.0,1.0,2qsQ8eVDPmobZpvDxQCVQu,69.0
Nicki Minaj,Chun-Li,51.6875,16,0,13365066.0,"dance pop,hip pop,pop,pop rap",0.95,0hCNtLu0JehylgoiP8L4Gh,191.6,0.0,9.0,0.19,-5.179,1.0,0.303,2018-08-29,185.72481,129.054,5.0,0.996,7I9svbEdAvJrXNdruNhad4,0.0
Nicki Minaj,Ganja Burns,60.0,1,0,,,,,,,,,,,,2018-08-22,,,,,,
Nicki Minaj Featuring Ariana Grande,Bed,62.6,10,0,,,,,,,,,,,,2018-08-29,,,,,,
Nicki Minaj Featuring Eminem & Labrinth,Majesty,58.0,1,0,,,,,,,,,,,,,,,,,,
Nicki Minaj Featuring Lil Wayne,Rich Sex,72.0,2,0,,,,,,,,,,,,2018-08-22,,,,,,
Nicki Minaj Featuring The Weeknd,Thought I Knew You,98.0,1,0,,,,,,,,,,,,2018-08-22,,,,,,
Nicky Jam,El Amante,95.16666666666667,6,0,8217214.0,"latin,latin hip hop,pop,reggaeton,tropical",0.89,1SupJlEpv7RS2tPNRaHViT,219.50667,0.06449,8.0,0.48,-5.535,1.0,0.66,2017-08-30,215.66113,179.91,4.0,1.0,3umS4y3uQDkqekNjVpiRUs,73.0
Nicky Jam x J Balvin,X,55.333333333333336,21,0,8217222.0,"latin,latin hip hop,pop,reggaeton,tropical",0.89,1SupJlEpv7RS2tPNRaHViT,235.74667,0.09891,9.0,0.579,-4.957,0.0,0.465,2018-08-01,229.90077,180.113,4.0,1.0,6JjPBQfI2Y8nIjnm65X6Pw,84.0
Offset & Metro Boomin,Nightmare,100.0,1,0,,,,,,,,,,,,,,,,,,
Offset & Metro Boomin,Ric Flair Drip,39.9,30,0,,,,,,,,,,,,,,,,,,
Old Dominion,Hotel Key,67.36842105263158,19,0,,,,,,,,,,,,2018-11-14,,,,,,
Old Dominion,No Such Thing As A Broken Heart,67.58823529411765,17,0,,,,,,,,,,,,2017-10-18,,,,,,
Old Dominion,Written In The Sand,74.6842105263158,19,0,410678.0,"contemporary country,country road",0.73,6y8XlgIV8BLlIg1tT1R10i,184.08,0.17497,6.0,0.777,-9.602,1.0,0.707,2018-04-11,179.2058,83.985,4.0,1.0,2A69wys3S9uiPSmn6UZWJn,73.0
Ozuna,Unica,72.0,1,0,12808255.0,"reggaeton,trap latino",0.97,1i8SpTcr7yvPOmcqrbnVXY,218.38667,0.06385,0.0,0.121,-3.048,1.0,0.31,2018-09-05,208.59066,174.037,4.0,1.0,33b2wX9d0kxqxhi7lcsC1A,76.0
Ozuna & Romeo Santos,El Farsante,76.35,20,0,,,,,,,,,,,,,,,,,,
Ozuna x Cardi B,La Modelo,77.42857142857143,14,0,12808251.0,"reggaeton,trap latino",0.97,1i8SpTcr7yvPOmcqrbnVXY,255.50667,0.12757,1.0,0.576,-2.697,1.0,0.505,2018-04-11,244.4829,98.023,4.0,1.0,2SbzdGpOKlH3HIAGTWTbwU,71.0
Ozuna x Manuel Turizo,Vaina Loca,97.0,2,0,,,,,,,,,,,,2018-10-03,,,,,,
P!nk,A Million Dreams,90.0,1,0,,,,,,,,,,,,2018-11-07,,,,,,
P!nk,Beautiful Trauma,89.6,15,0,5319430.0,"dance pop,pop,post-teen pop",0.83,1KCSPY1glIKqW2TotWuXOR,250.05333,0.0,7.0,0.955,-6.39,1.0,0.818,2018-04-11,238.4283,95.977,4.0,1.0,2DlIwu1iDTILEMXA7MUotn,72.0
P!nk,What About Us,32.857142857142854,21,0,5319423.0,"dance pop,pop,post-teen pop",0.83,1KCSPY1glIKqW2TotWuXOR,269.6,0.0,1.0,0.421,-6.177,1.0,0.576,2018-01-10,264.81197,113.617,4.0,1.0,0Qh38w01QRXK6KHIv0e3hb,78.0
Panic! At The Disco,High Hopes,47.1875,16,2,5413790.0,"emo,modern rock,pop punk",0.88,20JZFwl6HVl6yg8a4H3ZqK,190.94667,0.0,5.0,0.275,-2.729,1.0,0.42,2018-11-28,186.36336,82.014,4.0,1.0,1rqqCSm0Qe4I9rUvWncaom,90.0
Panic! At The Disco,Say Amen (Saturday Night),69.0,3,0,5413789.0,"emo,modern rock,pop punk",0.88,20JZFwl6HVl6yg8a4H3ZqK,189.18667,0.21315,6.0,0.383,-2.313,0.0,0.514,2018-07-04,185.09787,167.965,4.0,0.972,76vMKwFtdDDCLcM6zXybjB,76.0
Pardison Fontaine Featuring Cardi B,Backin' It Up,80.66666666666667,6,0,13181.0,,0.67,7Gkyjs2OYQpJdOvvmwIz2Z,190.46603,0.13909,10.0,0.738,-4.853,0.0,0.751,2018-11-28,188.44154,164.932,4.0,1.0,0PpfPNtQOOvbMNVJijTQj0,78.0
Pharrell Williams x Camila Cabello,Sangria Wine,83.0,1,0,2551104.0,"dance pop,pop,pop rap",0.82,2RdwBSPQiwcmiDo9kixcl8,202.85333,0.18576,1.0,0.921,-3.646,0.0,0.607,2018-05-30,197.41025,132.109,4.0,0.984,6XlSyYFTU1nodeWwwzVgTV,71.0
Pitbull x El Chombo x Karol G Featuring Cutty Ranks,Dame Tu Cosita,64.88888888888889,9,0,6418168.0,"dance pop,latin,pop,pop rap",0.82,0TnOYISbd1XYRBk9myaseg,178.36617,0.13338,8.0,0.209,-3.054,0.0,0.193,2018-06-27,173.48209,110.047,4.0,1.0,5BVMLKioofuSf51g1DKDP9,63.0
Playboi Carti,Magnolia,38.642857142857146,14,0,,,,,,,,,,,,2017-09-27,,,,,,
Playboi Carti Featuring Lil Uzi Vert,Shoota,72.75,4,0,,,,,,,,,,,,2018-06-13,,,,,,
Playboi Carti Featuring Lil Uzi Vert,Wokeuplikethis*,93.75,4,0,1855945.0,"hip hop,pop rap,rap,southern hip hop,trap music,underground hip hop,vapor trap",0.81,699OTQXzgjhIYAHMy9RyPD,235.53519,0.16259,8.0,0.0,-6.668,1.0,0.228,2017-08-30,231.52036,78.476,4.0,1.0,59J5nzL1KniFHnU120dQzt,75.0
Plies,Rock,97.6,5,0,,,,,,,,,,,,2018-03-07,,,,,,
Plies Featuring Kodak Black,Real Hitta,100.0,1,0,,,,,,,,,,,,2017-07-05,,,,,,
